"fips","state","mean_no2","mean_ozone"
18139,"IN",17.38646604,39.60366243
18141,"IN",20.32296965,35.71768511
18143,"IN",12.56889245,39.50138567
18145,"IN",18.79838084,39.50763028
18147,"IN",10.03692194,39.81975584
18149,"IN",15.4713395,36.32099743
18151,"IN",17.38407099,38.69429055
18153,"IN",12.49114836,38.17140515
18155,"IN",12.08204969,38.97890916
18157,"IN",19.98566994,37.67546921
18159,"IN",19.18555079,38.48888805
18161,"IN",16.03223911,40.37717936
18163,"IN",18.52381774,37.03895661
18165,"IN",14.0049704,37.85557763
18167,"IN",17.47319086,37.6222
18169,"IN",15.64326948,38.84765537
18171,"IN",17.11703758,37.87212031
18173,"IN",11.95640412,38.95783924
18175,"IN",10.87967989,39.37072484
18177,"IN",19.32343578,39.87789426
18179,"IN",15.39516524,38.9730982
18181,"IN",18.02276033,38.02789087
18183,"IN",13.2965836,39.02233982
19001,"IA",14.87580355,37.02893887
19003,"IA",14.20906764,37.54436287
19005,"IA",9.388741014,37.51672878
19007,"IA",7.791101832,37.5814857
19009,"IA",15.26402067,37.68113495
19011,"IA",12.67742986,37.04963372
19013,"IA",14.49927879,37.32832841
19015,"IA",14.02960549,36.74194382
19017,"IA",11.78583897,37.43523414
19019,"IA",12.24792528,37.27839994
19021,"IA",12.27302018,37.44775187
19023,"IA",12.19267408,37.50363213
19025,"IA",13.75225355,37.43223678
19027,"IA",14.31925574,37.66326272
19029,"IA",15.77308325,37.07535923
19031,"IA",11.98856862,36.82493408
19033,"IA",14.16225705,37.55736288
19035,"IA",11.0910004,37.80122409
19037,"IA",11.56912232,37.55720416
19039,"IA",11.36459768,36.53898632
19041,"IA",11.94092854,37.18981499
19043,"IA",9.357764362,37.47874464
19045,"IA",12.10162744,37.35056771
19047,"IA",13.38382836,38.15383479
19049,"IA",14.2433476,36.04369573
19051,"IA",6.428887004,37.48540678
19053,"IA",10.44408178,37.30137824
19055,"IA",11.33537108,37.29309893
19057,"IA",8.351114094,37.23452833
19059,"IA",12.33778575,37.24912833
19061,"IA",12.40821661,37.33919968
19063,"IA",12.169109,37.09363607
19065,"IA",10.97765028,37.50176919
19067,"IA",12.11869569,37.5402378
19069,"IA",14.08828573,37.29156583
19071,"IA",14.76405904,36.91088966
19073,"IA",13.90985051,36.87219741
19075,"IA",13.86509203,37.47306827
19077,"IA",14.17695784,36.89296345
19079,"IA",14.60241018,36.78535677
19081,"IA",13.01567304,37.48985027
19083,"IA",13.84228726,37.18477814
19085,"IA",12.79326475,38.33714205
19087,"IA",8.150222071,37.45909941
19089,"IA",11.61147543,37.44652209
19091,"IA",13.31926621,37.24258995
19093,"IA",12.17824407,37.9848399
19095,"IA",11.72327115,36.97697432
19097,"IA",9.682249197,37.77392882
19099,"IA",13.93328469,36.55740878
19101,"IA",6.62995988,37.35216347
19103,"IA",14.19691602,36.77962001
19105,"IA",11.09344286,37.1796277
19107,"IA",9.70402447,37.63982986
19109,"IA",12.81112474,37.17905723
19111,"IA",6.689606947,37.64885505
19113,"IA",13.83758343,36.96210139
19115,"IA",11.12314649,37.52866037
19117,"IA",9.679229547,36.47346742
19119,"IA",12.0547588,38.17945183
19121,"IA",13.03335949,36.36893774
19123,"IA",11.04722976,37.2632382
19125,"IA",11.02770975,36.46569101
19127,"IA",13.94235392,36.85971263
19129,"IA",14.67283313,37.04823489
19131,"IA",12.46180893,37.54304086
19133,"IA",10.9475881,38.61821138
19135,"IA",8.122559464,36.89600735
19137,"IA",15.22818586,37.37002009
19139,"IA",11.78630432,36.88199541
19141,"IA",11.54670728,37.58697378
19143,"IA",12.00015124,37.67121951
19145,"IA",15.47278377,37.89341238
19147,"IA",12.23186176,37.00322014
19149,"IA",10.69056647,38.05066618
19151,"IA",12.92179975,37.34940939
19153,"IA",18.79263096,37.29836537
19155,"IA",15.50417508,36.71733901
19157,"IA",13.34475646,37.039807
19159,"IA",11.87413674,37.69977935
19161,"IA",12.99441764,37.68248409
19163,"IA",13.51930261,36.60697378
19165,"IA",14.75897546,37.94813488
19167,"IA",11.03971046,37.8725486
19169,"IA",15.26281953,36.26939219
19171,"IA",12.3800053,37.10816753
19173,"IA",13.56782797,37.49603194
19175,"IA",13.16519406,37.89968345
19177,"IA",5.769393178,37.31172917
19179,"IA",7.21463496,37.36982907
19181,"IA",12.7189232,36.6425817
19183,"IA",9.654732308,37.03514618
19185,"IA",10.08368717,37.43249571
19187,"IA",12.98038045,37.1375079
19189,"IA",12.71789488,37.52675646
19191,"IA",11.39964751,37.66000404
19193,"IA",11.33962436,38.06664364
19195,"IA",13.38114913,37.51320298
19197,"IA",14.28782957,37.21859422
20001,"KS",9.962563467,40.71018006
20003,"KS",9.288267834,40.84141466
20005,"KS",15.24266124,40.31114302
20007,"KS",11.20479436,41.92907126
20009,"KS",10.95151401,41.49975247
20011,"KS",7.043400644,40.84579727
20013,"KS",15.60363698,40.08319564
20015,"KS",13.60294818,40.18184054
20017,"KS",12.93486519,40.93356671
20019,"KS",9.991651189,40.90139227
20021,"KS",12.30028171,40.86481794
20023,"KS",15.94096512,44.29990218
20025,"KS",10.23120663,42.55993546
20027,"KS",12.51356146,41.47261255
20029,"KS",12.04740022,41.06349287
20031,"KS",11.26866098,40.82470015
20033,"KS",10.44982763,42.19085891
20035,"KS",10.44707751,41.46826296
20037,"KS",10.12748575,40.79688603
20039,"KS",10.39832896,42.46326752
20041,"KS",13.36195046,41.64692774
20043,"KS",15.79487438,40.25717101
20045,"KS",17.87062629,40.03555192
20047,"KS",10.84202856,42.11464559
20049,"KS",10.52209767,41.12765716
20051,"KS",10.85295385,40.90373502
20053,"KS",11.00253857,41.10178194
20055,"KS",12.29708403,43.03096293
20057,"KS",12.21790072,41.95476572
20059,"KS",12.68547486,40.41944161
20061,"KS",14.5814422,41.85168038
20063,"KS",10.738797,42.69227361
20065,"KS",8.980383015,42.13442158
20067,"KS",14.79338043,43.5790145
20069,"KS",12.97436528,42.8330657
20071,"KS",15.44483116,44.11011416
20073,"KS",10.63088078,40.43142261
20075,"KS",15.82028235,43.21601162
20077,"KS",11.24865178,41.58750879
20079,"KS",15.6321029,40.03602702
20081,"KS",13.82409347,42.94788338
20083,"KS",9.486967441,42.51482891
20085,"KS",14.59179428,40.51721746
20087,"KS",15.02762232,40.31835964
20089,"KS",11.12344039,40.87785445
20091,"KS",26.79411728,38.98129452
20093,"KS",13.17497933,43.50927983
20095,"KS",11.16044102,41.15775952
20097,"KS",10.67445701,42.26366028
20099,"KS",12.06582579,41.30525626
20101,"KS",10.84559184,42.74726856
20103,"KS",18.49779433,39.79290595
20105,"KS",10.49614332,41.27609917
20107,"KS",6.796027032,40.66999712
20109,"KS",11.86830567,42.37214644
20111,"KS",13.20977918,40.95359477
20113,"KS",13.8263322,40.698022
20115,"KS",13.05949335,40.86938637
20117,"KS",14.18507292,40.19098678
20119,"KS",12.0278366,42.93008313
20121,"KS",14.51100263,40.22517912
20123,"KS",10.50605803,41.35022493
20125,"KS",11.11876396,40.69417237
20127,"KS",12.41359255,41.60440017
20129,"KS",15.36632404,44.14783588
20131,"KS",14.44962364,40.15827239
20133,"KS",11.02290801,41.08780904
20135,"KS",9.437245643,42.5383502
20137,"KS",9.765042652,41.97613226
20139,"KS",13.73952035,40.5669566
20141,"KS",9.497259235,41.50658602
20143,"KS",12.44050952,41.31210016
20145,"KS",10.15388296,42.10839758
20147,"KS",9.47386667,41.68872738
20149,"KS",14.59061074,41.23211815
20151,"KS",12.22055979,41.74197043
20153,"KS",11.36968032,43.31722136
20155,"KS",13.54227654,40.33708238
20157,"KS",12.40052259,40.47651927
20159,"KS",12.37767891,40.96793365
20161,"KS",15.86396032,41.39690586
20163,"KS",9.156488304,41.82040963
20165,"KS",9.98732816,42.02648528
20167,"KS",9.227140962,41.57335201
20169,"KS",13.99489132,41.04570797
20171,"KS",12.1922012,43.12694304
20173,"KS",17.04871451,39.67047188
20175,"KS",15.16146994,42.42009828
20177,"KS",21.78411067,39.43233951
20179,"KS",10.6571573,42.47760338
20181,"KS",16.68145396,44.23837521
20183,"KS",10.18580655,41.38669624
20185,"KS",11.61404877,41.37014772
20187,"KS",15.99787314,43.97781848
20189,"KS",14.8344887,43.68788359
20191,"KS",11.12158987,41.65818905
20193,"KS",13.39964072,43.15403023
20195,"KS",9.577593316,42.29112519
20197,"KS",15.51019096,41.85867187
20199,"KS",13.57075714,44.50466035
20201,"KS",12.85005296,40.35761368
20203,"KS",12.97722321,43.61967782
20205,"KS",11.09465659,40.99399282
20207,"KS",10.67080279,40.88097588
20209,"KS",28.92290989,36.96767608
21001,"KY",10.19534459,40.3377782
21003,"KY",8.466538313,40.79423042
21005,"KY",12.16082213,40.16246179
21007,"KY",12.74199263,40.5846293
21009,"KY",12.83127097,40.77163513
21011,"KY",10.83328576,40.30493887
21013,"KY",7.324332524,41.54590543
21015,"KY",20.38611728,39.08523723
21017,"KY",18.65529994,39.9046047
21019,"KY",16.24267689,40.53018603
21021,"KY",14.36260935,40.89451542
21023,"KY",13.72469702,39.82624214
21025,"KY",10.78873176,41.01032807
21027,"KY",9.388492755,39.97904247
21029,"KY",15.5772816,39.27150065
21031,"KY",9.984811689,39.52911663
21033,"KY",7.787634357,41.04960181
21035,"KY",7.32370284,40.9530211
21037,"KY",21.68720694,39.26457736
21039,"KY",10.73073581,40.52543829
21041,"KY",14.91472223,39.3620518
21043,"KY",9.837598634,40.93928898
21045,"KY",8.484058271,40.26050061
21047,"KY",9.796951559,41.3695774
21049,"KY",19.84313995,40.17339087
21051,"KY",9.556464008,40.66549415
21053,"KY",7.066955797,40.91262772
21055,"KY",10.85466319,40.52343942
21057,"KY",10.89654993,39.30140101
21059,"KY",13.6253303,38.74282899
21061,"KY",9.039000666,41.17588696
21063,"KY",9.42749493,40.35520155
21065,"KY",10.57632713,40.29805952
21067,"KY",22.22592056,39.91007598
21069,"KY",12.27225581,41.32801209
21071,"KY",11.045875,40.40583092
21073,"KY",21.66743009,39.89383968
21075,"KY",10.16894444,40.85597391
21077,"KY",15.45798462,38.8073732
21079,"KY",15.11387718,40.57785192
21081,"KY",15.01429575,39.12949144
21083,"KY",9.711460593,40.55769606
21085,"KY",11.01767251,40.06520704
21087,"KY",8.823335445,40.40183465
21089,"KY",14.51055979,39.80498769
21091,"KY",9.33406625,39.73883646
21093,"KY",13.83990281,40.00889777
21095,"KY",8.908443481,42.30778031
21097,"KY",13.55603525,39.13530987
21099,"KY",9.915037428,40.75917049
21101,"KY",15.31254246,39.93990312
21103,"KY",15.53163769,40.13516945
21105,"KY",10.98532896,40.71573856
21107,"KY",10.09958105,40.8824185
21109,"KY",11.336508,40.46949743
21111,"KY",25.93170131,38.98707349
21113,"KY",18.12580974,40.19258433
21115,"KY",9.910413844,40.7692811
21117,"KY",22.46447871,39.24740812
21119,"KY",10.84146877,40.49579605
21121,"KY",8.532445647,41.12545675
21123,"KY",11.07082494,40.35309166
21125,"KY",16.39981315,40.54565247
21127,"KY",10.79818269,41.015381
21129,"KY",9.621545162,40.4964768
21131,"KY",8.469346506,41.39620106
21133,"KY",12.51192675,41.2044048
21135,"KY",10.96469542,40.30293899
21137,"KY",9.97967581,40.58085907
21139,"KY",10.13105437,41.08124514
21141,"KY",12.45413418,41.26329995
21143,"KY",8.085372769,40.83816662
21145,"KY",14.95391313,40.38803313
21147,"KY",9.132322304,40.84246663
21149,"KY",10.77223974,40.67825049
21151,"KY",15.78215395,40.04395507
21153,"KY",10.57481401,41.22266216
21155,"KY",9.942978971,40.43621554
21157,"KY",11.00288207,40.87695387
21159,"KY",12.12742782,40.49187364
21161,"KY",15.11484958,40.65886827
21163,"KY",10.81929248,39.91995531
21165,"KY",9.995675703,40.38569227
21167,"KY",15.30742073,40.87823798
21169,"KY",8.856015463,40.87601438
21171,"KY",7.83619926,40.88258278
21173,"KY",12.24403619,39.96346538
21175,"KY",12.35812981,42.15110623
21177,"KY",10.323757,40.78599654
21179,"KY",11.75121977,40.08764744
21181,"KY",12.47417738,39.64365634
21183,"KY",10.21480793,40.08892931
21185,"KY",19.25669168,40.60275325
21187,"KY",12.53814405,39.29196997
21189,"KY",8.982775668,40.34302828
21191,"KY",12.65532577,39.47962346
21193,"KY",12.31964415,40.95845288
21195,"KY",11.63502219,40.82925142
21197,"KY",11.77248874,39.91374948
21199,"KY",13.76657368,40.35509407
21201,"KY",10.85007045,39.50157981
21203,"KY",13.75142849,40.43684
21205,"KY",10.92247933,42.68102942
21207,"KY",7.920591518,40.60543872
21209,"KY",14.94300352,38.88903521
21211,"KY",17.27320557,40.38818936
21213,"KY",17.83742308,40.50749907
21215,"KY",11.35904191,40.04487696
21217,"KY",14.31595431,40.01629572
21219,"KY",11.79964229,40.89097577
21221,"KY",6.38488969,41.15478167
21223,"KY",13.55531768,40.15302181
21225,"KY",12.88905942,40.33274651
21227,"KY",13.93638905,40.39073449
21229,"KY",12.07531277,41.17417624
21231,"KY",7.858286717,40.67872464
21233,"KY",11.9792361,40.29685012
21235,"KY",10.53292239,40.77923241
21237,"KY",10.07693647,40.86201552
21239,"KY",17.20946519,39.95001649
22001,"LA",12.20345471,39.50511321
22003,"LA",7.272176745,38.92658166
22005,"LA",16.4807712,39.84451531
22007,"LA",15.90289832,38.84927558
22009,"LA",12.06302122,39.94137027
22011,"LA",7.116521187,37.0671596
22013,"LA",7.505720533,39.31507434
22015,"LA",9.429135976,40.52582157
22017,"LA",9.706245208,40.91026954
22019,"LA",12.5826764,37.90719703
22021,"LA",10.64059867,38.85434452
22023,"LA",10.5895325,37.55944491
22025,"LA",9.947801421,39.48839589
22027,"LA",6.690746332,38.78567491
22029,"LA",12.71348803,40.07072464
22031,"LA",8.329017937,39.78517258
22033,"LA",24.50774346,39.83166519
22035,"LA",12.76907702,39.48252297
22037,"LA",7.827594019,39.72236902
22039,"LA",11.96030737,40.36415694
22041,"LA",12.10993932,40.14123238
22043,"LA",7.925049712,38.63185215
22045,"LA",13.9051211,39.42738587
22047,"LA",14.74086808,39.65650108
22049,"LA",8.531920087,38.39080865
22051,"LA",24.04914725,39.22516912
22053,"LA",10.84578918,38.14759744
22055,"LA",15.6886262,40.33440591
22057,"LA",16.37996594,39.14535244
22059,"LA",9.742627296,39.52255736
22061,"LA",9.878333437,38.89669415
22063,"LA",11.22881052,40.23599403
22065,"LA",16.00083636,40.87033097
22067,"LA",11.75084425,38.86519906
22069,"LA",10.0035694,40.32875817
22071,"LA",23.9447963,38.88307561
22073,"LA",14.90367078,39.55209396
22075,"LA",17.67101262,39.65934036
22077,"LA",14.93908421,39.97535309
22079,"LA",11.25478419,40.31155196
22081,"LA",9.017432265,39.36090228
22083,"LA",12.79506736,39.57758883
22085,"LA",8.543023448,39.08112865
22087,"LA",22.14114701,39.91780778
22089,"LA",20.43802141,38.76817695
22091,"LA",8.100049709,39.36124786
22093,"LA",16.27814323,38.39623684
22095,"LA",18.3939786,39.61791809
22097,"LA",14.71805431,40.30553474
22099,"LA",14.89392694,39.99115006
22101,"LA",15.91215034,39.03436361
22103,"LA",13.33851705,39.88370057
22105,"LA",11.61758994,39.91524613
22107,"LA",12.17021015,39.49031906
22109,"LA",15.15144131,39.1868264
22111,"LA",8.893783866,37.79845122
22113,"LA",13.47428472,39.41340979
22115,"LA",8.912752447,39.55374606
22117,"LA",10.76466416,39.50512449
22119,"LA",8.511660909,39.96553495
22121,"LA",18.76185675,39.4599525
22123,"LA",12.70236802,39.52796599
22125,"LA",10.85989188,40.30699404
22127,"LA",9.201414328,39.7565335
23001,"ME",13.0565563,35.64553287
23003,"ME",5.40377994,33.7046345
23005,"ME",15.40935036,35.22203402
23007,"ME",11.83152657,36.27075265
23009,"ME",5.343846335,37.50882582
23011,"ME",12.04357429,36.04121367
23013,"ME",7.961896256,36.71176595
23015,"ME",8.856580725,36.00026395
23017,"ME",11.27452729,35.85758168
23019,"ME",7.323675155,34.34296885
23021,"ME",8.323717715,34.94645507
23023,"ME",10.20906661,35.49500169
23025,"ME",9.334481699,35.46158358
23027,"ME",7.547189002,35.93093758
23029,"ME",5.732028121,35.0875102
23031,"ME",13.6969363,36.32769462
24001,"MD",13.09781886,40.29808695
24003,"MD",25.06853384,39.87113469
24005,"MD",26.47215435,39.43965199
24009,"MD",17.89111079,40.02494853
24011,"MD",14.905546,40.55126921
24013,"MD",18.31434587,40.32332056
24015,"MD",21.54861073,40.04407153
24017,"MD",18.53018985,38.72936271
24019,"MD",15.3802779,42.02890537
24021,"MD",18.34935783,40.31093267
24023,"MD",10.14702184,41.56129897
24025,"MD",22.36887827,40.38299407
24027,"MD",25.25147456,39.57922241
24029,"MD",17.88227063,40.45596329
24031,"MD",26.55069518,39.04826929
24033,"MD",28.98620628,39.71101274
24035,"MD",16.88071694,40.23975756
24037,"MD",13.10440147,40.39466799
24039,"MD",15.08458188,41.15585313
24041,"MD",15.65989233,40.70593095
24043,"MD",15.74131665,40.14044849
24045,"MD",14.47679516,41.11674811
24047,"MD",12.9364286,40.40472321
24510,"MD",32.58835445,38.56208991
25001,"MA",13.2376815,38.24028397
25003,"MA",14.73492563,38.54577466
25005,"MA",19.25899466,37.58002078
25007,"MA",11.6310067,38.5790477
25009,"MA",16.84479048,36.91779168
25011,"MA",10.68124994,37.78421192
25013,"MA",21.92324213,38.19956315
25015,"MA",13.13326745,37.98212221
25017,"MA",24.54956735,34.93583233
25019,"MA",12.72917001,37.80233358
25021,"MA",22.73598808,35.11895509
25023,"MA",18.16096547,37.6580058
25025,"MA",31.7297759,33.41215206
25027,"MA",19.46517372,38.10667737
26001,"MI",7.553060166,38.44971258
26003,"MI",7.473143516,37.99105213
26005,"MI",16.65588523,37.17235017
26007,"MI",7.847459902,38.48576238
26009,"MI",6.782222511,38.4144586
26011,"MI",7.834757599,38.57646375
26013,"MI",7.076398738,37.61747519
26015,"MI",13.85375143,37.76728116
26017,"MI",14.72779354,38.4835732
26019,"MI",7.385845721,38.22715916
26021,"MI",19.48107972,36.36758312
26023,"MI",15.93281701,38.54936041
26025,"MI",18.91745446,37.77393246
26027,"MI",14.7101122,37.89917969
26029,"MI",8.674570236,38.47710598
26031,"MI",7.382633416,38.49342894
26033,"MI",9.651545837,37.64146765
26035,"MI",7.369754094,37.52667763
26037,"MI",15.31425368,37.6721673
26039,"MI",6.874881529,38.05405063
26041,"MI",10.19392725,38.02658076
26043,"MI",9.566954648,37.20048225
26045,"MI",19.64575802,37.44183897
26047,"MI",8.561108519,38.63158591
26049,"MI",23.20213652,37.90417875
26051,"MI",6.89707941,38.20238356
26053,"MI",8.08546896,37.11954666
26055,"MI",8.198546578,37.62345105
26057,"MI",13.37175388,37.48074824
26059,"MI",16.3047009,38.3721459
26061,"MI",7.80767524,38.4296237
26063,"MI",12.49760381,38.82963782
26065,"MI",22.00425395,37.23201872
26067,"MI",13.93694634,37.53795044
26069,"MI",8.500208733,38.52337343
26071,"MI",8.768090861,38.12914736
26073,"MI",11.37056749,37.29350623
26075,"MI",17.76747147,38.50976772
26077,"MI",20.45115281,37.1661498
26079,"MI",5.968865475,38.68592977
26081,"MI",22.21694697,35.93650375
26083,"MI",7.818906794,38.82263874
26085,"MI",7.122597375,38.34636649
26087,"MI",15.83947591,38.84453434
26089,"MI",7.139715392,38.57266299
26091,"MI",17.6015752,39.29753866
26093,"MI",20.5981537,38.35421064
26095,"MI",8.956013193,37.54430508
26097,"MI",8.704937006,37.80600062
26099,"MI",26.19772526,37.4208955
26101,"MI",9.159836404,37.8660597
26103,"MI",9.547785293,38.23921546
26105,"MI",9.04411485,38.28916139
26107,"MI",9.70024906,37.96988989
26109,"MI",9.12952162,37.44252859
26111,"MI",13.66250644,36.48002078
26113,"MI",5.449492439,38.29650894
26115,"MI",21.35015363,37.94179358
26117,"MI",12.94518794,37.61500609
26119,"MI",7.640017739,38.39837868
26121,"MI",17.05376165,37.82333697
26123,"MI",12.59494812,37.71782188
26125,"MI",27.13253079,37.63689533
26127,"MI",10.93481752,38.60521276
26129,"MI",6.590559507,38.53530462
26131,"MI",6.551775214,37.63098807
26133,"MI",6.601968082,38.44853612
26135,"MI",6.35180703,38.4941164
26137,"MI",9.173615075,38.37777093
26139,"MI",19.51578996,36.87784653
26141,"MI",8.023930776,38.40718082
26143,"MI",7.516073648,37.67151177
26145,"MI",17.62063585,37.79758493
26147,"MI",19.38281697,38.22137887
26149,"MI",15.41059604,37.85969297
26151,"MI",14.70754008,38.90600693
26153,"MI",8.716836143,37.71298486
26155,"MI",16.28431219,38.27409008
26157,"MI",14.28516886,38.70014501
26159,"MI",14.74882518,37.32513938
26161,"MI",22.65603212,38.02564196
26163,"MI",29.71731795,35.74026472
26165,"MI",5.978843078,38.433037
27001,"MN",9.873251231,35.11991542
27003,"MN",18.6208508,35.40804679
27005,"MN",8.764599335,36.34415629
27007,"MN",8.987401432,36.82489289
27009,"MN",13.32577651,35.83922328
27011,"MN",8.790671926,37.8890499
27013,"MN",13.45318892,37.26011178
27015,"MN",12.58676648,37.44422946
27017,"MN",10.07846666,34.33316566
27019,"MN",16.12296346,37.16349482
27021,"MN",9.290702873,36.20268774
27023,"MN",9.890063074,37.70307939
27025,"MN",14.15074641,36.02465644
27027,"MN",11.23387795,35.67496261
27029,"MN",7.539874801,36.24113727
27031,"MN",6.60816902,36.16363279
27033,"MN",12.15044172,37.71051123
27035,"MN",11.46481288,36.15379582
27037,"MN",15.60289363,35.63657912
27039,"MN",11.95536866,37.14216634
27041,"MN",9.65384615,37.05470458
27043,"MN",12.69421779,37.42963145
27045,"MN",10.02484466,37.35148095
27047,"MN",13.83668702,37.36547424
27049,"MN",11.01567815,36.94038658
27051,"MN",9.391634469,37.22287899
27053,"MN",21.26502189,35.28884208
27055,"MN",9.881105917,37.47373146
27057,"MN",8.289338144,36.52896377
27059,"MN",13.64483821,35.88892232
27061,"MN",10.21025341,37.51641543
27063,"MN",12.2603185,37.5752243
27065,"MN",11.23172583,35.46858024
27067,"MN",11.99153515,37.07765472
27069,"MN",7.377746476,37.77796833
27071,"MN",9.243344443,36.79466264
27073,"MN",9.085761477,37.95434833
27075,"MN",7.894568859,36.33918248
27077,"MN",7.229365494,36.91638527
27079,"MN",12.31105174,36.70034514
27081,"MN",11.03869313,38.13321194
27083,"MN",11.21870314,37.99020724
27085,"MN",13.63223375,36.49552831
27087,"MN",8.364192031,36.0237343
27089,"MN",7.704469899,37.24042914
27091,"MN",12.45415995,37.43471875
27093,"MN",12.84166332,36.48473462
27095,"MN",12.05936342,35.43106921
27097,"MN",11.11567757,36.45973732
27099,"MN",13.05268887,37.41180941
27101,"MN",12.02959404,37.89346609
27103,"MN",12.81498101,36.89776595
27105,"MN",12.38383622,37.89496567
27107,"MN",9.555343779,35.81245237
27109,"MN",13.64749321,37.13012297
27111,"MN",9.470715726,36.7776306
27113,"MN",8.33823224,36.81708452
27115,"MN",10.59068735,35.04201356
27117,"MN",12.45992248,37.9944901
27119,"MN",8.511368146,36.38844803
27121,"MN",9.778325115,37.26678121
27123,"MN",23.13450961,35.24104985
27125,"MN",8.52066776,36.59532007
27127,"MN",11.62524842,37.74515582
27129,"MN",12.21192349,37.29632005
27131,"MN",12.50443788,36.75074198
27133,"MN",12.32149119,38.11542419
27135,"MN",7.540714566,37.54828115
27137,"MN",10.47751242,35.8545331
27139,"MN",14.68726552,35.97413023
27141,"MN",13.71078102,35.88567203
27143,"MN",12.5741046,36.73505383
27145,"MN",15.43846106,36.17865919
27147,"MN",12.82318429,37.31491115
27149,"MN",9.019389138,37.57671042
27151,"MN",9.495525499,37.49681382
27153,"MN",9.688961492,36.48575585
27155,"MN",8.751791502,37.54448375
27157,"MN",10.69774342,37.17673551
27159,"MN",8.710000431,36.6370785
27161,"MN",12.42497431,37.13035018
27163,"MN",17.48956147,35.92714754
27165,"MN",12.96227565,37.5229135
27167,"MN",10.13677746,36.47664211
27169,"MN",12.33740324,38.14052911
27171,"MN",18.82494773,36.25186674
27173,"MN",10.16690482,37.93574273
28001,"MS",11.8933838,42.66825846
28003,"MS",8.697893132,40.1789205
28005,"MS",6.527858874,38.97990093
28007,"MS",6.699804164,39.30827138
28009,"MS",5.95600174,40.41886749
28011,"MS",13.6383808,40.78068663
28013,"MS",7.320966765,39.34314075
28015,"MS",7.406236302,39.50150562
28017,"MS",8.338297141,39.80805638
28019,"MS",6.356681981,38.73795579
28021,"MS",7.123335745,38.61623139
28023,"MS",7.487165003,38.27389919
28025,"MS",10.31437983,39.36499235
28027,"MS",14.58798847,41.11376547
28029,"MS",8.366646046,38.2474882
28031,"MS",6.485835409,39.13598866
28033,"MS",15.9527508,40.7117307
28035,"MS",11.7918924,40.22949062
28037,"MS",7.282120683,38.88807024
28039,"MS",10.11667201,39.69154333
28041,"MS",7.555310457,39.37911986
28043,"MS",10.63532345,39.35038714
28045,"MS",12.12849304,39.4079912
28047,"MS",13.71145828,40.28314265
28049,"MS",15.10060266,39.91851903
28051,"MS",8.469731101,39.35670918
28053,"MS",12.17050996,40.23580303
28055,"MS",12.67313646,39.81521429
28057,"MS",7.490334927,39.6698993
28059,"MS",14.37556584,40.13793209
28061,"MS",7.067748592,38.91997321
28063,"MS",7.024607031,38.8640693
28065,"MS",5.645273133,38.98564281
28067,"MS",10.81452444,39.67974478
28069,"MS",6.619321776,37.91606274
28071,"MS",9.548560967,39.6052619
28073,"MS",8.239056838,39.23862377
28075,"MS",9.933338568,38.38563205
28077,"MS",6.978485033,38.91217835
28079,"MS",6.964430751,39.66279937
28081,"MS",10.87849891,39.5535097
28083,"MS",12.26574043,40.48502966
28085,"MS",10.33628254,39.24233248
28087,"MS",11.60691933,39.46028561
28089,"MS",12.59153627,39.70774729
28091,"MS",7.447994817,39.06165206
28093,"MS",8.862911645,40.32346709
28095,"MS",9.140206277,39.51168364
28097,"MS",6.470775132,39.01728937
28099,"MS",6.871589758,38.5746732
28101,"MS",7.241236049,38.37470074
28103,"MS",8.797736197,38.645938
28105,"MS",11.03191017,39.20170871
28107,"MS",8.690319015,40.08983984
28109,"MS",11.42776785,39.99763758
28111,"MS",7.373646689,39.31818873
28113,"MS",10.04526156,40.10309555
28115,"MS",8.538114177,39.24157271
28117,"MS",7.297992892,39.85849989
28119,"MS",12.66675114,40.89915963
28121,"MS",13.23424481,40.06034226
28123,"MS",10.99250644,39.65745388
28125,"MS",12.87372032,40.0991711
28127,"MS",7.282821764,39.0464306
28129,"MS",6.76455442,38.92208153
28131,"MS",8.810159929,39.35351786
28133,"MS",13.19942014,40.81257
28135,"MS",11.45358123,40.21308784
28137,"MS",11.23227884,40.55855761
28139,"MS",5.937382964,40.205066
28141,"MS",6.839993949,39.77767712
28143,"MS",14.23080806,40.990705
28145,"MS",6.878401427,39.83435299
28147,"MS",7.401271675,39.06815481
28149,"MS",11.91578106,39.42445604
28151,"MS",13.96930039,40.47199559
28153,"MS",9.116718621,39.33397892
28155,"MS",8.448240847,39.29432428
28157,"MS",7.876980055,39.17681221
28159,"MS",6.959996651,38.6367478
28161,"MS",7.566759373,38.99818187
28163,"MS",8.600818212,39.53210977
29001,"MO",8.12470908,38.23459597
29003,"MO",15.32253158,40.03175893
29005,"MO",15.3848025,38.22405156
29007,"MO",11.80513294,39.0989419
29009,"MO",9.486309461,40.72291987
29011,"MO",10.04387394,40.2671205
29013,"MO",8.080585684,40.57750368
29015,"MO",8.47075131,39.6756941
29017,"MO",7.157091967,39.86158382
29019,"MO",12.59425971,38.88731409
29021,"MO",18.61562195,40.14711915
29023,"MO",11.32507181,40.14003132
29025,"MO",13.29648117,40.05439322
29027,"MO",9.010000981,38.87144294
29029,"MO",7.808013143,39.58479575
29031,"MO",11.41955285,40.15752031
29033,"MO",13.61733553,39.72980528
29035,"MO",5.866412199,39.46174042
29037,"MO",16.21660299,39.88510081
